S. Berge,93
O. Pérez,75
A. Kolomeytsev,78
S. Kitsiou,70
Y. Yotún,68
G. Zardes,79
C. Menéndez,81
T. Zentena,71
Vágner Corraldo,70
D. Sjölund,80
C. Mavinga,78
E. Conferio,62
F. Ben Khalfallah,73
A. Webster,75
R. Abdullah,75
A. Trondsen,78
Allison Sireo,85
N. Sarenren Bazee,70
Z. Stieber,67
R. Bianco,80
K. Abdallah,80
O. Adın,75
A. Fink,74
J. Hochscheidt,80
O. Skúlason,81
J. Lotiès,82
S. Kingsley,77
D. Solanke,80
H. Watanabe,80
Gabrielzinho,61
T. Priskin,82
I. Paurević,87
D. Roef,85
J. Murphy,74
Filipe Chaby,64
J. Villota,69
J. Valenzuela,77
Jung Sung Ryong,90
T. Giresse,69
Saborit,72
F. Boulaya,65
Yang Dong Hyen,80
H. Aleesami,81
A. Bangoura,72
Pedro Sá,70
G. Perico,75
B. Leroy,74
A. Sepúlveda,75
S. Aydoğdu,72
M. Sampirisi,75
C. Nørgaard,77
C. Higuita,75
Ricky Guerreda,67
A. Bogdán,92
V. Kadlec,76
J. Mojica,73
P. Whittingham,63
Zubeldia,79
M. Thorsby,72
H. Yamaguchi,72
E. Aguilera,87
L. Ridgewell,79
E. Kujović,88
H. Mier,73
A. Şahin,82
T. Aoyama,75
R. Assalé,65
A. Feick,79
Máyor,78
V. Rüfli,76
M. Wilusz,85
J. Flanagan,79
F. Schnellhardt,75
G. Mera,87
O. Kemen,78
Lourival Dinisco,85
Jon Bautista,72
Jairo Farnias,76
N. Milenković,91
Héctor Verdés,80
Luis García,65
A. Malarz,86
L. Cooper,76
E. Blanco,79
G. Grozav,71
T. Leibold,72
F. Mladenović,65
S. Popov,77
Y. Kakitani,68
L. Landre,75
J. Louis,74
C. Fiore,75
F. Rodríguez,90
T. Kristensen,79
O. El Hajjam,73
A. Balzano,74
G. Bellusci,80
Z. Brkić,88
L. Páez,73
D. Cabrera,76
D. González,84
H. Van Crombrugge,85
Alberto,78
F. Platte,90
Salvi,63
M. Gaus,80
Y. Toutouh,77
R. Maniero,75
M. Sadlok,80
S. Sarıoğlu,65
O. Vlachodimos,77
L. Trałka,77
S. Papagiannopoulos,85
A. Richards,75
S. Dursun,80
M. Yattara,77
Jorginho,68
C. Sheridan,82
J. Aldegrisa,69
Victor Fachinhas,77
Alfa Semedo,82
K. Leerdam,70
Javi Ros,69
A. Powell,75
D. Kamada,72
J. Garner,73
Souza,75
João Vigário,74
Manu Herrera,75
V. Černý,64
M. Azira,73
J. Rodríguez,84
N. Vujadinović,84
E. Baderia,78
David Fernández,81
D. Keet,77
G. Ortíz,80
R. Khedira,84
S. Salcedo,81
M. Volta,78
M. Batdal,88
Allan Ardaújo,75
M. Bero,83
C. Benschop,91
R. Fredericks,74
M. Nyatama,81
S. Rosted,79
R. Goreux,73
J. Mucha,87
S. Baldock,67
K. Laribi,67
Bruno Nascimento,80
G. Kvilitaia,82
D. Guidileye,76
J. Busk,78
R. Marin,70
M. Brighi,77
S. Breitkreuz,87
S. Ay,80
A. Toşca,81
G. Leadbitter,79
Y. Komai,64
J. John,63
D. Verhulst,90
F. Muñoz,72
L. Galados,81
D. Khomchenovskyi,74
Ansel Barnisco,82
J. Berget,81
L. Owona,89
E. Reijnen,85
R. Bezjak,70
S. Cerrión,75
Alam Araújo,78
Marcelo Toscano,83
L. Rodríguez,73
J. Tinhan,71
A. Ahamada,83
T. Rantie,68
S. Nishikawa,81
Renatao Baumer,76
J. Pearce,71
Cifuentes,80
A. Walke,88
T. Kane,70
A. Bjelica,80
E. Unsain,83
A. Mercelán,74
P. Wszołek,77
C. Cohen,69
J. Vergara,80
Vinícius Araújo,76
Borja Lasso,72
I. González,84
S. Dallas,81
F. Mattiello,73
P. Schobesberger,64
D. Cotterill,71
T. Langerman,70
Rodrigo Pinho,79
Alexio Sanctos,84
K. Darlow,88
M. Pack,74
A. Cordaro,69
D. Verde,64
J. Kopic,80
M. Eriksson,82
H. Takahashi,75
R. Andrero,84
N. Nández,69
K. LuaLua,77
C. Bonilla,85
C. Dessers,80
J. Celerios,87
S. Freis,78
A. Seculin,80
S. Kutschke,95
A. Sutchuin-Djoum,78
J. Mensah,83
Fede Vico,64
E. Martinez,85
Bernardo,85
P. Gollini,80
L. Ruiz,76
F. Agliardi,86
R. Rezaeian,79
D. Blum,81
M. Hefele,91
A. Nocerino,75
A. Dovbnya,86
Isma,75
I. Dia,62
S. Saad,76
R. Yaremchuk,76
Manucho,83
Alex Geijo,81
Y. Orozco,55
A. Galabinov,88
L. Magallán,80
L. Garbutt,73
Alam Basteirinho,74
Y. Kashiwa,62
G. Gardner,82
Angel Martínez,78
N. Pope,76
Carraça,74
C. Skuse,72
A. Weber,82
M. Cetnarski,71
Angulo,77
D. Aguileda,88
G. Tigiev,76
Z. Clough,64
R. Di Gennaro,80
G. Zuiverloon,71
J. Villafaña,68
Q. Martinus,70
Lee Kwang Sun,89
C. Sobedra,85
A. Zuev,68
M. Al Bassas,73
M. Gersbeck,80
N. Carreño,76
N. Silva,58
N. Cherubin,80
L. Di Plácido,71
Vítor Silva,69
D. Moreno,71
L. Orejuela,70
M. D'Alessandro,65
Victor Andrade,70
Renaldo Justinho,74
E. Mor,64
A. Stoian,66
L. Nangis,73
C. Dibon,79
G. Hubert,88
Macarinho Louro,70
H. Afful,58
E. Velarde,70
D. Jones,80
J. Gomez,77
N. Sánchez,70
N. Romat,82
Shikabala,74
L. Desábato,76
S. Coopman,70
H. Bouazza,76
A. Danteón,85
M. Djuricin,75
R. Braña,70
Nando,70
Pedro Sánchez,74
Thiago Galhardo,75
J. Abella,74
Raphael Paneira,78
M. Saracchi,70
R. Tesche,71
B. Bourigeaud,66
Jailson Oliva,65
L. Obraniak,72
S. van de Streek,74
I. Mbenza,77
M. Iori,72
G. Milan,92
D. Djené,71
O. González,80
Munir,80
J. Marveaux,72
B. Idowu,77
H. Mosquera,70
G. Mandjeck,77
M. Fofana,71
T. Pellenard,78
Yan Junling,83
Yazalde,86
Nenê,78
G. Toledo,72
Diogildo Peixe,71
A. Guédioura,81
J. Lopera,77
P. Escobar,70
N. Al Shamrani,70
Gaztañaga,70
D. Perrinelle,78
L. Venuti,66
Rui Pedro,75
G. Zusi,72
R. Carrascal,75
Y. Sanctissis,82
M. Olivera,72
V. Viola,76
Chuli,59
K. Laimer,68
B. Holman,75
O. Burke,74
B. Chilwell,77
D. Pollet,81
M. Chrétien,69
Enzo Chissano,72
N. Leguizamón,75
B. Cabezas,72
C. Schulz,80
D. Meyler,81
S. Gleeson,80
H. Fallatah,66
K. Long,82
Breno Bemposta,78
B. Capon,72
Borja Viguera,77
M. Korhut,76
D. Depetris,75
L. Martínez Quarta,78
A. Robic,77
António Filipe,79
Ruíz de Galarreta,64
Luís Martins,67
Guillermo,74
C. Kouakou,72
M. Casierra,68
R. Morioka,70
I. Coronado,65
L. Diarte,73
Fran Villalba,65
I. Konuk,73
A. Bouka Moutou,72
P. Yakovlev,72
O. Vranješ,76
A. Ngamukol,70
N. Viola,77
N. Thomsen,75
Felipe,68
M. Fallatah,66
C. Akolo,72
T. Perthel,83
J. Rivierez,82
E. Gyasi,78
Fran Carbia,67
A. Šporar,82
E. Huws,73
J. Silva,80
L. Giannetti,79
U. Matić,73
Zé Manuel,71
J. Muñoz,76
W. Bakhashwain,69
R. Ramírez,70
J. Hunt,71
M. Yumlu,77
S. Gustafson,78
C. Lederos,74
A. Paschalakis,92
D. Nounkeu,80
N. Murru,64
P. Gallagher,70
Vicemte Tófoli,67
M. Gómez,72
F. Zuculini,68
I. Canuto,76
Willyan,62
M. Doumbia,68
Iván Alejo,76
J. Schuster,80
A. Diallo,82
N. Dussenne,85
Y. Touzghar,76
Pablo Valcarce,70
B. Nehrig,79
J. Cortés,75
R. Czichos,93
A. Batalla,79
E. Lenjani,65
Garrido,81
B. Turner,91
J. González,62
R. Würtz,72
L. Capezzi,72
M. Johansson,66
T. Ream,79
T. Darikwa,77
M. Gilks,81
G. Kerk,68
U. Dávila,70
Vasco Rocha,70
F. Niell,56
E. Karaca,56
B. Salamon,89
L. Spendlhofer,82
C. Echagovia,70
E. Terranova,86
Sevinho Santos,75
R. Zozulya,62
O. Ntcham,80
R. Lindgren,75
J. Domínguez,73
Canella,73
J. Wurtz,76
Concha,61
V. Sasso,82
M. Kucharczyk,78
R. Pucino,74
M. Havenaar,92
F. Bahlouli,82
S. Nakatani,79
Léo Silva,76
A. Gonçalves,79
Mora,73
Lucas Venuto,60
D. Holla,79
S. Lex,74
S. Slavchev,78
C. Rius,73
S. Khaoui,68
Kim Won Il,77
D. Ward,88
J. Velázquez,80
D. Biondini,77
D. Rangelov,80
L. Greco,75
D. Linsmayer,79
M. Madl,78
C. Araujo,69
M. Hartmann,92
A. Sissoko,75
Y. Al Shehri,63
D. Cerén,73
M. García,76
P. Leciejewski,88
E. El Hadary,87
E. Rivière,80
P. Gazzaniga,90
R. Emelyanov,85
E. Perlaza,72
D. Nagy,69
S. Štilić,75
M. Yıldırım,81
Saberto Botelho,77
Hugo Seco,72
H. ter Avest,78
N. Powell,65
S. Delev,68
A. Castro,65
E. Ohemeng,65
M. Mier,76
Nélson Monte,78
G. La Parra,71
Melendo,63
E. Salomonsson,73
Y. de Lanlay,72
D. Dumfries,80
K. Kombarov,72
M. Wittek,88
Oh Ban Suk,79
J. Chiarini,78
K. Kanatsızkuş,79
F. Renzetti,71
Ilie Sánchez,77
Y. Kurtuluş,70
Nacho Gil,69
O. Edouard,83
Artur,68
L. Rodríguez,71
S. Diallo,76
D. Texeira,80
T. Koubek,95
C. Ikeme,100
I. Anya,72
Nilson Padilho,81
G. Gómez,82
R. Kortsmit,94
Javi Lara,73
M. Nelom,69
C. Yambéré,81
M. Fouzair,70
Y. Movsisyan,81
M. Abu,68
S. Badji,75
Querol,75
René,79
M. Correia,79
I. Mbaye,70
S. Willems,75
O. Scarione,71
J. Harrison,70
Y. Hadji,78
A. Bamba,68
J. Bendik,92
S. Gallagher,75
M. Ngadeu-Ngadjui,93
T. Chevalier,79
D. Alar,78
F. Bérenguer,70
G. Tzavellas,86
O. Omoijuanfo,75
M. Ogasawara,72
I. Bubnjić,81
F. Diagne,78
N. Mendez-Laing,75
H. Sogahata,80
V. Sané,83
C. Schwegler,73
G. Kastaneer,85
T. Rakhale,61
A. Taarabt,80
A. Sendillas,67
G. Gimbert,80
Señé,72
P. Köpke,75
S. Kalu,78
S. Neumann,80
J. Iloki,69
Trujillo,79
D. Fabbrini,71
Yoon Bit Garam,75
M. Pušić,76
P. Caballero,79
K. Miller,71
Diogo Viana,68
Toño Ramirez,86
M. Żyro,78
Ever Corredeira,79
D. De fauw,69
G. Stendardo,89
D. Cavaré,84
F. Maouassa,74
S. Lukić,77
C. Goldson,85
David Ferreiro,63
M. Diskerud,71
S. Khelifi,62
Y. Abdelhamid,83
R. Insigne,65
C. Strandberg,90
A. Venteros,75
Tiago Mesquita,74
P. Oniangué,78
Fernández,65
D. Mitov Nilsson,86
N. Ninković,69
C. Leitgeb,69
G. Ghazaryan,73
Carlos Ruiz,80
P. Heise,78
Gerard,77
C. Hill,73
Patric,82
S. Marzo,72
P. Diamanka,69
R. Loftus-Cheek,83
B. Bolingoli,73
A. Konradsen,76
K. Bérigaud,72
M. Kightly,71
A. Adanuy,77
Sastre,70
M. Morys,78
A. Durak,80
Jona,80
A. Khalili,77
F. Clerc,77
C. Varrault,76
P. Vlachodimos,74
R. Dugimont,76
I. Sangaré,77
Paulinho,75
Adrián Ortolá,71
E. Lueiza,77
N. Ueda,79
J. Ahlmann,70
G. Morozov,74
Lee Yeong Jae,60
David Carmona,72
Rafa Navarro,61
Pedro Moreira,76
M. Welzmüller,70
Q. Moll,77
P. Budkivskyi,81
D. Dibusz,81
E. Taşdemir,70
A. Borysiuk,70
J. Flum,82
R. Bonevacia,65
B. Lobonţ,78
S. Thesker,85
K. Shibasaki,65
F. Manojlović,85
G. Oboabona,79
F. Otero Tovar,70
J. Maghoma,73
F. Friday,90
S. López,69
F. Millados,78
Y. Ideguchi,71
M. Al Shalhoub,60
A. Budimir,75
J. Ralls,70
C. I'Anson,77
M. Steinhöfer,69
D. Kolovos,74
R. Abarsola,76
H. Galdamos,67
F. Gardoş,84
M. Stępiński,72
A. Gnoukouri,71
F. Ojo,71
Jeong Woon,73
A. Voglsammer,81
F. Oreja,73
J. Silva,78
Borja Iglesias,80
A. Ryazantsev,75
P. Kitchen,73
A. Yiadom,75
M. Salvi,80
Allano,73
S. Doi,63
C. Maxwell,74
S. Birnbaum,81
I. Modonza,84
J. Risdon,70
A. Brignoli,74
S. Bastien,73
H. Sepulveño,76
L. Castro,78
Nauzet Alemán,76
Ricardo Pessoa,68
J. Pollersbeck,87
D. Marcellis,80
M. Gould,82
E. Salli,71
A. Rentería,82
S. Dursun,79
Errasti,81
Dani Nieto,60
M. Al Buraik,58
B. Kamara,84
W. Rémy,79
L. Schmitz,78
M. Vydra,71
Joãozinho,77
R. Strauß,70
Morcillo,81
J. Fejzić,95
J. Guerrón,80
G. Garza,68
Álex Pérez,84
L. Sadiku,70
M. Risso,88
Y. Barbet,81
D. Artuago,75
Wesley,93
C. Noone,69
T. Iwanami,72
J. Carrasso,82
M. Vilhjálmsson,85
Wagner Orsinho,69
R. Salinas,78
M. Schneuwly,82
Y. Bissouma,80
J. Fulton,78
Omar Perdomo,75
Y. Godzyur,90
J. Musso,93
U. Vitas,85
K. Árnason,87
C. Adjapong,74
Borja Fernández,73
F. Bellocq,74
Luisinho Conradi,78
J. Angulo,78
K. Kraus,91
M. Turner,90
J. Ba Jandouh,71
M. Escudero,79
R. Bengtsson,80
L. Del Prete,81
P. Bamford,71
B. Ndoye,80
J. De Sart,73
D. Belorukov,89
K. Adenon,72
André Micael,83
J. Rassoul,82
J. Toivio,87
M. Faraoni,71
A. Ngando,71
David Barral,79
L. Jutkiewicz,73
Li Xuepeng,75
G. Molins,83
J. Baiva,65
T. De Sutter,92
Kim Do Hyeok,65
T. Werner,70
D. Davis,82
S. Bryzgalov,76
Dani Giménez,77
Aleix García,68
Platiny,71
Kadu,80
D. Petrić,80
R. Krhin,79
V. Prodell,86
Y. Croizet,83
T. Clarke,77
S. Whittaker,87
Paulo Miranda,84
O. Vaněk,72
A. Rocha,68
M. Ingvartsen,82
N. Moiraghi,79
R. Bentancur,73
M. Molina,66
I. Firer,80
Wang Dalei,75
K. Stöger,75
Rui Silva,91
R. Gosens,76
M. Degenek,82
F. Nita,76
A. Pilkington,81
M. Budziński,80
K. Peterson,70
R. Tramos,60
Hugo Vieira,73
S. Parshivlyuk,78
S. Clark,87
D. Yılmaz,79
C. Arboleda,60
H. Campagnaro,85
W. Kvist,80
T. Cahill,64
G. Lajud,85
S. Hernández,74
E. Pérez,73
Nacho,76
D. Álvarez,64
C. Nieldo,72
J. Brekalo,70
S. Eriksson,73
J. Rojas,64
G. Sagal,78
A. Saltininio,79
W. Johnson,72
G. Hall,71
Matheus Pereira,68
D. Bakar,69
S. Schipplock,84
Daguinho Parrela,81
D. Beasley,68
A. Tinnerholm,75
J. Drost,75
B. van Polen,73
L. Rodríguez,64
A. Mantovani,77
M. Saymak,63
A. Al Mayoof,86
F. Ballas,94
J. Murphy,72
S. Winnall,71
L. Phiri,72
Sérgio Espinho,75
R. Dugalić,91
L. Nielsen,78
I. Conté,60
L. Garritano,67
Fabián,70
M. Schönbächler,67
N. Giannetti,73
Zhang Linpeng,80
D. Kumbela,68
J. Cristaldo,76
Pablo Pérez,79
Bernardo Motinho,74
V. Kostevych,66
S. Ishizaki,81
B. van Hintum,75
Y. Musavu-King,83
L. Melano,81
M. Haïdara,76
P. Olayinka,69
S. Rosales,69
B. Angulo,73
V. Dyakov,86
C. Giménez,75
Yu Sang Hun,84
A. Lukse,82
K. Larsen,88
V. Angban,74
F. Semb Berge,82
Rodri,74
A. Głowacki,78
J. Zárate,62
F. Bachirou,65
L. Camp,74
A. Matthews,71
F. Arizala,79
R. Filippi,84
G. Cosaro,72
Óscar Pinchi,62
K. Rezaei,72
D. Vukovic,96
S. Strandberg,80
R. Nouri,73
B. Sharp,70
E. Valencia,82
J. Burić,80
G. Chanturia,73
Mula,64
Y. Namli,63
D. Benlamri,83
T. Ben Haim,75
T. Hysén,83
N. Bitton,82
M. Herrera,78
Raphael Guzzo,70
B. Reid,68
Rubén Sobrino,73
Milton Menceiros,84
Flávio,85
R. Sawyers,67
G. Grigalava,85
Y. Reyna,68
J. Penroz,71
H. Faik,77
L. Jović,75
A. Bonnet,65
T. Smith,82
T. Kaminski,78
Filipe Melo,82
Kike Sola,70
D. Rudd,85
Han Kyo Won,73
Arsénio,72
Césario Figueirido,87
Bruno Viana,79
Ratón,76
C. Jorquera,65
M. Piedrahita,72
J. Morris,84
T. Parker,88
M. Jarvis,72
L. Krajnc,86
D. Peralta,84
A. Lusamba,67
G. Acosta,65
Fernando Boldrin,75
Z. Touré,73
T. Kempe,77
B. Darri,70
V. Giraldo,74
K. Sema,69
R. García Guerreño,76
S. Colombi,83
J. Lynch,81
Cristian Herrera,85
M. Rygaard,73
T. Souček,86
S. Ganvoula,85
J. Fleck,72
R. Rojas,73
Jorge Teixeira,87
R. Woods,70
D. Villalpando,68
E. Oztumer,60
O. Oularé,99
M. Çelik,74
Eguaras,76
D. Edwards,78
H. Jurjus,90
J. Álvarez,71
Muralha,79
Eltson Marques,88
W. Sandilands,78
N. Ibáñez,70
J. Böðvarsson,85
K. Erasmus,63
T. Blackett,87
A. Olanare,88
C. Grossmüller,81
C. Guzmán,70
C. Lombardi,75
Aleix Febas,64
A. Dej,70
L. Koutris,68
M. Sordell,81
M. van der Maarel,74
K. Çörekçi,74
R. Munsy,90
N. Bodurov,74
D. John,75
E. Fernandes,77
F. Poli,75
B. Manuel,70
M. Crimi,65
M. Matras,88
Luiz Phellype,81
H. Grana,68
M. Mills,82
V. Fındıklı,84
A. Kamara,81
Santi Comesaña,73
J. Mutch,81
E. Boateng,70
Ewandro,66
C. Mansillas,72
G. Holtmann,77
Alberto Perea,69
M. Lukač,90
A. Baroja,81
F. Zampano,74
I. Rossi,76
A. Escuderos,73
G. Flores,75
L. Manyama,75
R. Kent,65
A. O'Connor,77
D. Dessoleil,68
Fran Sol,77
P. Celeban,76
M. Benítez,81
L. Hernández,81
Íñigo López,74
J. Rodríguez,86
J. Correa,70
A. Larenardo,84
Bruno Tabata,67
C. Kum,80
L. Marín,78
S. Janko,70
C. Brannagan,71
S. Eduok,82
J. Buijs,80
M. Olsson,68
D. Stroh-Engel,91
Peter Torreiro,84
A. Zaseev,73
S. Hutchinson,80
P. Hofmann,93
B. Halimi,68
Edson Farias,67
Igor Madinha,77
W. Buckley,77
C. Martínez Borja,79
M. Kelemen,84
I. Šaponjić,85
C. Evans,76
D. Ward,88
L. Gordinho,80
S. Ameobi,78
J. Price,71
V. Karavaev,65
M. Lumb,79
S. Koita,77
Go Yo Han,65
E. Falkenburg,79
P. Filipović,83
Patric,72
V. Bozhikov,80
S. Zdjelar,76
Caio Tafarell,76
I. Höhn,72
Luciano Cacheira,75
N. Belmonte,74
M. Dreyer,81
A. Vellios,78
C. Saiz,77
F. Fielding,76
F. Chalov,77
O. Onyewu,95
T. Mrčela,88
T. Barkhuizen,70
V. Cantillo,72
S. Memišević,77
A. Palić,73
D. Daube,83
A. Jung,85
Iñaki Astiz,74
Z. Steffen,84
S. Bigalke,60
M. Silvestri,80
G. Castellani,76
V. Hristov,78
Andrea Orlandi,72
C. Daniels,80
S. Roudet,71
S. Gonther,88
M. Kopczyński,65
P. Sotiriou,81
B. Heynen,66
Bismark,78
Caro,88
R. Gabrielsen,87
M. Pérez,76
M. Jonjić,83
O. Fink,78
V. Salatić,86
Juanto,72
F. Andrada,76
N. Leyes,78
S. Alibaz,68
F. Hanin,65
S. Ciss,70
P. Alikin,79
C. Hountondji,81
O. Hernández,76
S. Sharahili,65
Y. Salmier,85
K. Olsson,69
M. Ishak,81
L. Morosini,70
Rubén Cruz,70
Sandeiro Leal,76
L. Ibáñez,73
E. Stevens,78
Aitor,78
N. Gießelmann,75
M. Targett,70
Lee Chan Dong,83
Ranteiro Alves,74
L. Faravelli,67
C. Fauño,69
D. Zuma,72
R. Krishna,70
Brandon Thomas,65
I. Vargić,93
J. Fojut,83
L. Boussaha,77
R. Sanusi,75
R. Carrera,72
P. Delecroix,73
Gerard Badía,72
M. Núñez,69
W. Endo,75
L. Scaglia,67
M. Masango,59
P. Sagna,76
A. El Messaoudi,78
S. Benedetti,80
M. Gorgelin,83
L. Silva,78
M. Schwäbe,87
S. Marinos,71
J. Mackie,71
M. Justesen,90
S. Sparagna,82
M. Lüftner,86
Juan Muñiz,74
E. Sağlik,68
V. Poluyakhtov,78
E. Cabaco,75
M. Jacobs,74
P. van Anholt,70
J. Angulo,72
J. Samuelsen,70
A. Frączczak,76
S. Bentivoglio,75
A. Rooney,77
P. Škuletić,83
R. Wolski,70
S. Tarashaj,76
S. De Petter,76
A. Garofalo,71
Sunny,67
O. Gaber,71
M. Rasmussen,89
C. Rodríguez,65
M. Bueno,72
E. Berggreen,89
Carvamelinho,75
R. Oudin,79
L. Thy,78
R. M'Bolhi,83
S. Walsh,77
Jaimosa Cavaco,60
G. Teigl,77
A. Timofeev,73
G. Díaz,72
Z. Ferhat,70
Alfaro,73
C. Techera,68
J. Worrall,90
G. Hernández,73
Curro Sánchez,68
G. Corral,70
N. Brighenti,75
S. Abdullahi,86
J. Ankersen,72
Alex,73
Kim Seung Dae,64
B. Lozano,65
E. Manucharyan,74
M. Zimmermann,77
Y. Minev,63
G. Cvijanović,75
Marco Sangalli,66
M. Sobottka,75
R. Bormuth,87
T. Makino,77
B. Martella,78
R. Robayo,78
R. Raţ,72
R. James,71
V. Bojinov,72
S. Taylor,91
R. Acquafresca,77
U. Uçar,70
Rafael Silva,73
A. Al Jebreen,67
Prazeracinho,71
S. Johnson,98
A. Rosati,81
K. Jones,85
Anderson Lopes,82
A. Trajkovski,78
Y. Abe,77
M. Bravo,72
M. Holgersson,79
D. Arslanagic,86
Lee Seung Woo,63
E. Ocansey,66
C. Forsyth,83
C. Hérelle,75
S. Stangl,73
F. Haugen,76
Wagner,70
G. Carabajal,75
C. Lucchetti,69
J. Knudsen,72
P. Sammarco,75
V. Milinković-Savić,92
Kim Kwang Suk,73
A. Cerri,91
J. Ávila,88
L. Kleinheisler,70
R. Aliendro,74
C. Erbes,75
C. Cáceda,75
F. Daprelà,65
J. Baffo,79
Miquel,80
A. Al Faraj,68
G. Verón,76
R. Windbichler,72
P. Mtiliga,73
R. Raldes,78
A. Cossu,63
A. Saldívar,78
G. Maluleka,76
J. Duverne,71
D. Frahn,83
S. De Ridder,73
M. Scozzarella,65
W. Grigg,70
P. Grbić,75
M. Hassen,80
K. Barbarouses,68
Mario Fernández,74
E. Bergström,87
L. Munesos,77
M. Barbieri,79
M. Langer,87
Mário Felgueiras,80
M. Woolford,74
F. Píriz,81
W. López,83
C. Arias,66
C. Nasuti,84
J. Kouffaty,71
P. Małecki,73
Pedro Trigueira,79
Christian Fernández,77
P. Schönfeld,84
L. Arias,70
T. Kleindienst,82
K. Arkivuo,72
J. Windass,68
M. Watkins,65
A. Dantsev,74
K. Phillips,72
J. van der Lely,75
A. Villete,79
Léo Jabá,80
T. Bianchi,68
H. Singh,72
S. Kulovits,70
N. Næss,82
B. Behrendt,85
P. Mahlambi,70
G. Kagelmacher,79
M. Pospíšil,68
J. Schauerte,72
K. Nagai,71
A. Aguerre,80
L. Steele,76
A. Castro,71
D. Bernhardt,84
O. García,68
A. Sánchez,84
S. Peszko,70
Paulo Fajarda,78
R. Orsolini,73
B. Nouri,70
T. Tchani,84
D. Høegh,79
R. Nissen Kristensen,70
N. Dimitrov,76
A. Karamanos,78
Hélder Ferreira,70
C. Ibargüen,79
E. Zavaleta,84
M. Pellizzer,75
M. Cremonesi,78
G. O'Neil,61
Galán,79
G. Loovens,74
E. Valentini,76
N. Ibáñez,85
C. Donaldson,80
Sandro Maceira,74
F. Quignon,75
R. Holmes,75
J. Cordoval,67
R. Murawski,75
G. Zigoni,80
J. Corona,72
L. Néry,73
W. Bruin,88
J. Bořil,75
J. Kosecki,63
D. Gordon,82
G. Maniatis,68
L. Murphy,74
P. Paye,65
D. Suzuki,75
K. Haggui,86
Sandro Manoel,70
S. Dyakov,71
J. Meffert,77
A. Balić,70
R. Erramuspe,81
J. Hobbs,85
J. Lowe,80
M. Abero,86
S. Piette,78
P. Klandt,81
C. Solly,71
Joelinton,78
M. Jakobsen,81
L. Peltier,73
E. Andersen,73
P. Ziegler,79
D. Wheater,87
D. Boer,89
M. Fedele,75
J. Malhue,71
K. Mrabti,75
Marlinito Dias,84
Y. Corona,83
S. Quinn,60
S. Frei,88
Z. Korcsmár,83
A. Crescenzi,71
M. Sayouba,82
Camacho,75
G. Danic,65
P. Ofosu-Ayeh,81
M. Curado,80
A. Aldrete,75
Dani Toribio,71
T. Tawatha,81
L. Ceballos,67
I. Estrada,67
Alson Botelho,73
J. Stryger Larsen,81
L. Klünter,73
C. Borthwick-Jackson,73
A. Farrell,75
M. Sigales,79
Charles,73
P. Göbel,68
A. Čolak,81
T. Alexander-Arnold,69
Iriome,79
A. Ribelin,73
E. Buendía,65
K. Nakamura,72
M. Yatabaré,70
T. Adeyemi,78
J. Robinson,67
L. Sánchez,85
F. Bredlow,90
Y. Takahagi,69
Ravanelli,76
F. N'Ganga,73
N. Schouterden,67
M. Marić,83
X. Kouassi,68
M. Terki,75
C. Agoste,74
Y. Boli,76
G. Agbonlahor,79
N. Navarro,87
G. De Mets,73
L. Karaboué,73
Miguel Vieira,80
S. Camara,75
César Soriano,73
G. De Luca,70
R. Emond,73
N. Besara,76
Cris,70
K. Müller,90
B. Vătăjelu,70
M. Mitrishev,72
C. Monsalvo,74
L. Höler,80
Lucas João,80
R. Christie,71
R. van La Parra,72
O. Altman,76
N. Aankour,70
M. Christiansen,84
A. Duiedar,79
J. Dudziak,70
Dankler,81
M. Petković,77
C. Charisis,68
M. Reynolds,68
L. Montes,67
M. Kirkeskov,80
A. Youga,83
R. Mühren,82
B. Dibassy,74
C. Lines,79
M. Pereira,73
M. Zeffane,71
F. Castillón,71
A. Walongwa,81
Antonaldo Laforte,82
C. Beck,80
G. Tansey,78
M. Dal Hende,75
J. San Román,70
A. Caracciolo,80
Z. Diallo,88
E. Assifuah,70
L. Robles,70
Gonçalo Paciência,80
R. Stearman,76
D. Swanson,59
Oriol Rosell,74
T. Fountas,65
W. Saïd,65
G. Iñíguez,76
E. Armenteros,78
Paulo Daineiro,62
J. van der Linden,74
A. Kochenkov,87
D. Williams,75
L. Castaldo,75
D. McGowan,80
A. Baptiste,74
Pere Milla,70
N. Colazo,72
J. Buxton,83
E. Ardenaz,74
A. Kantari,78
R. Williams,72
Lee Tae Hee,78
E. Lichaj,80
J. Ramírez,68
P. Ledesma,79
Rui Correia,74
F. Jensen,85
J. Grounds,87
D. Buzzegoli,72
J. Wilson,78
A. Ramos,70
E. Godoy,79
Ever Sineiro,60
O. Petrák,79
G. Evans,76
O. Idrissi,78
F. Mercado,74
Yu Hanchao,72
F. Tait,70
K. Bua,76
R. Kristiansen,74
B. Sanneh,75
L. Burián,81
B. Verstraete,68
E. Rescaldani,83
J. Beckford,83
D. Burn,87
S. Beitashour,73
Enaldo Paneira,75
E. Knudtzon,70
D. Vaughan,70
J. Blanco,69
S. Guirassy,82
L. Paqarada,76
N. Hauptmann,66
C. Osmanpaşa,77
Francisco Ramos,76
Y. En-Nesyri,78
Renato Rochela,77
S. Kurata,68
P. Cutrone,78
Rubén Jurado,74
A. Donnarumma,75
E. Bakker,77
B. Beckeles,80
A. Polo,71
